id t_peak peak_flux_ref T0 sigma_rise t_decay flares_present
106491984653156966_4 0.8687734333154794 184 21000 20 147 True
106491984653156966_5 0.9630423138725228 114 21000 20 28 True
106491984653156966_6 0.9544724156400642 144 21000 20 144 True
106491984653156966_7 0.2351365827530798 182 21000 20 210 True
106492039700627628_4 0.465016146393972 11 21000 20 163 False
106492039700627628_5 0.639935414424112 171 21000 20 326 True
106492039700627628_6 0.810010764262648 78 21000 20 283 True
106492039700627628_7 0.08719052744886975 34 21000 20 134 False
106501979326380415_4 0.6855918585966791 105 21000 20 112 False
106501979326380415_5 0.987680771290841 117 21000 20 159 True
106501979326380415_6 0.6389930369576862 49 21000 20 252 False
106501979326380415_7 0.5907873594001071 144 21000 20 159 True
106501990396805149_4 0.6411355115158007 109 21000 20 227 True
106501990396805149_5 0.824317086234601 123 21000 20 6 True
106501990396805149_6 0.5870380289234065 189 21000 20 234 True
106501990396805149_7 0.7675415104445634 22 21000 20 339 False
106502114722015605_4 0.8414568826995179 78 21000 20 77 True
106502114722015605_5 0.9416175682913765 47 21000 20 193 False
106502114722015605_6 0.4654525977504017 180 21000 20 84 True
106502114722015605_7 0.5597214783074451 78 21000 20 206 True
106502137929336156_4 0.41938939475093734 9 21000 20 90 False
106502137929336156_5 0.4413497589716122 146 21000 20 149 True
106502137929336156_6 0.8923406534547402 55 21000 20 76 False
106502137929336156_7 0.04392072844134976 174 21000 20 11 True
106511859371536248_4 0.12189859762675297 95 21000 20 112 True
106511859371536248_5 0.9692556634304207 115 21000 20 71 True
106511859371536248_6 0.5507011866235167 124 21000 20 44 True
106511859371536248_7 0.14455231930960086 181 21000 20 259 True
106511929086972834_4 0.3711063372717508 49 21000 20 141 False
106511929086972834_5 0.5961331901181526 98 21000 20 341 True
106511929086972834_6 0.9199785177228786 130 21000 20 323 False
106511929086972834_7 0.8614393125671321 108 21000 20 303 True
106511977699990424_4 0.06320299946438136 130 21000 20 105 True
106511977699990424_5 0.937868237814676 93 21000 20 216 False
106511977699990424_6 0.30262453133369044 147 21000 20 37 False
106511977699990424_7 0.7487948580610605 118 21000 20 293 True
106511977836635265_4 0.8950187466523835 185 21000 20 94 True
106511977836635265_5 0.6791644349223352 18 21000 20 184 False
106511977836635265_6 0.502410283877879 81 21000 20 57 False
106511977836635265_7 0.5731119442956615 130 21000 20 171 True
106511979665151857_4 0.19871451526513123 26 21000 20 163 False
106511979665151857_5 0.16068559185859668 154 21000 20 113 True
106511979665151857_6 0.07337975361542581 188 21000 20 362 True
106511979665151857_7 0.08891269416175683 122 21000 20 328 False
106511985005942390_4 0.29351901446170325 37 21000 20 71 False
106511985005942390_5 0.10391001606855918 73 21000 20 109 False
106511985005942390_6 0.7134440278521692 175 21000 20 198 False
106511985005942390_7 0.2570969469737547 69 21000 20 41 True
106512042953454162_4 0.11894510226049515 65 21000 20 350 False
106512042953454162_5 0.6539289558665231 163 21000 20 209 True
106512042953454162_6 0.9047362755651238 174 21000 20 206 True
106512042953454162_7 0.9596340150699677 74 21000 20 218 True
106512048397832466_4 0.6286942504030091 192 21000 20 275 True
106512048397832466_5 0.5437936593229447 132 21000 20 248 True
106512048397832466_6 0.5749596990865127 157 21000 20 349 True
106512048397832466_7 0.01934443847393874 92 21000 20 280 True
106512124848542383_4 0.2731655061596144 119 21000 20 332 True
106512124848542383_5 0.06748794858061061 79 21000 20 334 False
106512124848542383_6 0.4161756829137654 121 21000 20 342 True
106512124848542383_7 0.7637921799678629 90 21000 20 172 True
